,,,CategoryTag,TypeTag,EnglishTag,Adjusted_EnglishTag,BuildTag
,QW,MKA,Energie,Kälteverbrauch,Cooling energy consumption,Cooling energy,HIT
,QW,MKA,Energie,Kälteverbrauch,Cooling energy consumption,Cooling energy,HIT
,TR,MKA,Temperatur,Kälteverbrauch,Cooling energy consumption,Cooling energy,HIT
,,,,,,,
,,,,,,,
,,,,,,,
,TR,MKA,Temperatur,Kälteverbrauch,Cooling energy consumption,Cooling energy,HIT
,TR,MKA,Temperatur,Kälteverbrauch,Cooling energy consumption,Cooling energy,HIT
,TR,MKA,Temperatur,Kälteverbrauch,Cooling energy consumption,Cooling energy,HIT
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,TV,MKA,Temperatur,Kälteverbrauch,Cooling energy consumption,Cooling energy,HIT
,TV,MKA,Temperatur,Kälteverbrauch,Cooling energy consumption,Cooling energy,HIT
,TV,MKA,Temperatur,Kälteverbrauch,Cooling energy consumption,Cooling energy,HIT
,TV,MKA,Temperatur,Kälteverbrauch,Cooling energy consumption,Cooling energy,HIT
,V,MKA,Durchfluss,Kälteverbrauch,Cooling energy consumption,Cooling energy,HIT
,V,MKA,Durchfluss,Kälteverbrauch,Cooling energy consumption,Cooling energy,HIT
,V,MKA,Durchfluss,Kälteverbrauch,Cooling energy consumption,Cooling energy,HIT
,,,,,,,
,,,,,,,
,,,,,,,
,V,MKA,Durchfluss,Kälteverbrauch,Cooling energy consumption,Cooling energy,HIT
,V,MKA,Durchfluss,Kälteverbrauch,Cooling energy consumption,Cooling energy,HIT
,VP,MKA,Durchfluss,Kälteverbrauch,Cooling energy consumption,Cooling energy,HIT
,QW,MKA,Energie,Kälteverbrauch,Cooling energy consumption,Cooling energy,HPF
,QW,MKA,Energie,Kälteverbrauch,Cooling energy consumption,Cooling energy,HPF
,TR,MKA,Temperatur,Kälteverbrauch,Cooling energy consumption,Cooling energy,HPF
,VP,MKA,Durchfluss,Kälteverbrauch,Cooling energy consumption,Cooling energy,HPF
,QW,MKA,Energie,Kälteverbrauch,Cooling energy consumption,Cooling energy,HPH
,QW,MKA,Energie,Kälteverbrauch,Cooling energy consumption,Cooling energy,HPH
,QW,MKA,Energie,Kälteverbrauch,Cooling energy consumption,Cooling energy,HPH
,QW,MKA,Energie,Kälteverbrauch,Cooling energy consumption,Cooling energy,HPI
,QW,MKA,Energie,Kälteverbrauch,Cooling energy consumption,Cooling energy,HPK
,,,,,,,
,,,,,,,
,,,,,,,
,QW,MKA,Energie,Kälteverbrauch,Cooling energy consumption,Cooling energy,HPK
,QW,MKA,Energie,Kälteverbrauch,Cooling energy consumption,Cooling energy,HPK
,QW,MKA,Energie,Kälteverbrauch,Cooling energy consumption,Cooling energy,HPM
,QW,MKA,Energie,Kälteverbrauch,Cooling energy consumption,Cooling energy,HPM
,QW,MKA,Energie,Kälteverbrauch,Cooling energy consumption,Cooling energy,HPP
,,,,,,,
,,,,,,,
,,,,,,,
,TR,MKA,Temperatur,Kälteverbrauch,Cooling energy consumption,Cooling energy,HPP
,TV,MKA,Temperatur,Kälteverbrauch,Cooling energy consumption,Cooling energy,HPP
,VP,MKA,Durchfluss,Kälteverbrauch,Cooling energy consumption,Cooling energy,HPP
,QW,MKA,Energie,Kälteverbrauch,Cooling energy consumption,Cooling energy,HPR
,QW,MKA,Energie,Kälteverbrauch,Cooling energy consumption,Cooling energy,HPR
,QW,MKA,Energie,Kälteverbrauch,Cooling energy consumption,Cooling energy,HPR
,QW,MKA,Energie,Kälteverbrauch,Cooling energy consumption,Cooling energy,HPR
,QW,MKA,Energie,Kälteverbrauch,Cooling energy consumption,Cooling energy,HPT
,QW,MKA,Energie,Kälteverbrauch,Cooling energy consumption,Cooling energy,HPT
,,,,,,,
,,,,,,,
,QW,MKA,Energie,Kälteverbrauch,Cooling energy consumption,Cooling energy,HPT
,QW,MKA,Energie,Kälteverbrauch,Cooling energy consumption,Cooling energy,HPV
,QW,MKA,Energie,Kälteverbrauch,Cooling energy consumption,Cooling energy,HPZ
,QW,MKA,Energie,Kälteverbrauch,Cooling energy consumption,Cooling energy,HPZ
,TR,MKA,Temperatur,Kälteverbrauch,Cooling energy consumption,Cooling energy,HPZ
,TR,MKA,Temperatur,Kälteverbrauch,Cooling energy consumption,Cooling energy,HPZ
,TR,MKA,Temperatur,Kälteverbrauch,Cooling energy consumption,Cooling energy,HPZ
,,,,,,,
,,,,,,,
,TR,MKA,Temperatur,Kälteverbrauch,Cooling energy consumption,Cooling energy,HPZ
,TR,MKA,Temperatur,Kälteverbrauch,Cooling energy consumption,Cooling energy,HPZ
,TV,MKA,Temperatur,Kälteverbrauch,Cooling energy consumption,Cooling energy,HPZ
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,TV,MKA,Temperatur,Kälteverbrauch,Cooling energy consumption,Cooling energy,HPZ
,TV,MKA,Temperatur,Kälteverbrauch,Cooling energy consumption,Cooling energy,HPZ
,TV,MKA,Temperatur,Kälteverbrauch,Cooling energy consumption,Cooling energy,HPZ
,TV,MKA,Temperatur,Kälteverbrauch,Cooling energy consumption,Cooling energy,HPZ
,VP,MKA,Durchfluss,Kälteverbrauch,Cooling energy consumption,Cooling energy,HPZ
,VP,MKA,Durchfluss,Kälteverbrauch,Cooling energy consumption,Cooling energy,HPZ
,VP,MKA,Durchfluss,Kälteverbrauch,Cooling energy consumption,Cooling energy,HPZ
,VP,MKA,Durchfluss,Kälteverbrauch,Cooling energy consumption,Cooling energy,HPZ
,VP,MKA,Durchfluss,Kälteverbrauch,Cooling energy consumption,Cooling energy,HPZ
,V,MSW,Durchfluss,Stadtwasserverbrauch,Municipal water consumption,Water consumption,HC0
,V,MSW,Durchfluss,Stadtwasserverbrauch,Municipal water consumption,Water consumption,HC0
,V,MSW,Durchfluss,Stadtwasserverbrauch,Municipal water consumption,Water consumption,HC0
,V,MSW,Durchfluss,Stadtwasserverbrauch,Municipal water consumption,Water consumption,HC0
,V,MSW,Durchfluss,Stadtwasserverbrauch,Municipal water consumption,Water consumption,HC1
,,,,,,,
,V,MSW,Durchfluss,Stadtwasserverbrauch,Municipal water consumption,Water consumption,HC1
,V,MSW,Durchfluss,Stadtwasserverbrauch,Municipal water consumption,Water consumption,HC2
,V,MSW,Durchfluss,Stadtwasserverbrauch,Municipal water consumption,Water consumption,HC3
,V,MSW,Durchfluss,Stadtwasserverbrauch,Municipal water consumption,Water consumption,HC4
,V,MSW,Durchfluss,Stadtwasserverbrauch,Municipal water consumption,Water consumption,HC5
,V,MSW,Durchfluss,Stadtwasserverbrauch,Municipal water consumption,Water consumption,HCI
,V,MSW,Durchfluss,Stadtwasserverbrauch,Municipal water consumption,Water consumption,HDB
,V,MSW,Durchfluss,Stadtwasserverbrauch,Municipal water consumption,Water consumption,HDB
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,V,MSW,Durchfluss,Stadtwasserverbrauch,Municipal water consumption,Water consumption,HDB
,V,MSW,Durchfluss,Stadtwasserverbrauch,Municipal water consumption,Water consumption,HEZ
,V,MSW,Durchfluss,Stadtwasserverbrauch,Municipal water consumption,Water consumption,HEZ
,V,MSW,Durchfluss,Stadtwasserverbrauch,Municipal water consumption,Water consumption,HEZ
,V,MSW,Durchfluss,Stadtwasserverbrauch,Municipal water consumption,Water consumption,HEZ
,V,MSW,Durchfluss,Stadtwasserverbrauch,Municipal water consumption,Water consumption,HEZ
,V,MSW,Durchfluss,Stadtwasserverbrauch,Municipal water consumption,Water consumption,HEZ
,V,MSW,Durchfluss,Stadtwasserverbrauch,Municipal water consumption,Water consumption,HEZ
,V,MSW,Durchfluss,Stadtwasserverbrauch,Municipal water consumption,Water consumption,HEZ
,V,MSW,Durchfluss,Stadtwasserverbrauch,Municipal water consumption,Water consumption,HEZ
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,V,MSW,Durchfluss,Stadtwasserverbrauch,Municipal water consumption,Water consumption,HEZ
,V,MSW,Durchfluss,Stadtwasserverbrauch,Municipal water consumption,Water consumption,HEZ
,V,MSW,Durchfluss,Stadtwasserverbrauch,Municipal water consumption,Water consumption,HEZ
,VP,MSW,Durchfluss,Stadtwasserverbrauch,Municipal water consumption,Water consumption,HEZ
,VP,MSW,Durchfluss,Stadtwasserverbrauch,Municipal water consumption,Water consumption,HEZ
,VP,MSW,Durchfluss,Stadtwasserverbrauch,Municipal water consumption,Water consumption,HEZ
,VP,MSW,Durchfluss,Stadtwasserverbrauch,Municipal water consumption,Water consumption,HEZ
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,V,MSW,Durchfluss,Stadtwasserverbrauch,Municipal water consumption,Water consumption,HIF
,V,MSW,Durchfluss,Stadtwasserverbrauch,Municipal water consumption,Water consumption,HIF
,V,MSW,Durchfluss,Stadtwasserverbrauch,Municipal water consumption,Water consumption,HIG
,V,MSW,Durchfluss,Stadtwasserverbrauch,Municipal water consumption,Water consumption,HIL
,V,MSW,Durchfluss,Stadtwasserverbrauch,Municipal water consumption,Water consumption,HIL
,V,MSW,Durchfluss,Stadtwasserverbrauch,Municipal water consumption,Water consumption,HIL
,V,MSW,Durchfluss,Stadtwasserverbrauch,Municipal water consumption,Water consumption,HIL
,V,MSW,Durchfluss,Stadtwasserverbrauch,Municipal water consumption,Water consumption,HIP
,V,MSW,Durchfluss,Stadtwasserverbrauch,Municipal water consumption,Water consumption,HIQ
,V,MSW,Durchfluss,Stadtwasserverbrauch,Municipal water consumption,Water consumption,HIR
,,,,,,,
,V,MSW,Durchfluss,Stadtwasserverbrauch,Municipal water consumption,Water consumption,HIT
,V,MSW,Durchfluss,Stadtwasserverbrauch,Municipal water consumption,Water consumption,HIV
,V,MSW,Durchfluss,Stadtwasserverbrauch,Municipal water consumption,Water consumption,HIZ
,V,MSW,Durchfluss,Stadtwasserverbrauch,Municipal water consumption,Water consumption,HKK
,V,MSW,Durchfluss,Stadtwasserverbrauch,Municipal water consumption,Water consumption,HPF
,V,MSW,Durchfluss,Stadtwasserverbrauch,Municipal water consumption,Water consumption,HPH
,V,MSW,Durchfluss,Stadtwasserverbrauch,Municipal water consumption,Water consumption,HPI
,V,MSW,Durchfluss,Stadtwasserverbrauch,Municipal water consumption,Water consumption,HPK
,V,MSW,Durchfluss,Stadtwasserverbrauch,Municipal water consumption,Water consumption,HPK
,,,,,,,
,,,,,,,
,,,,,,,
,V,MSW,Durchfluss,Stadtwasserverbrauch,Municipal water consumption,Water consumption,HPK
,V,MSW,Durchfluss,Stadtwasserverbrauch,Municipal water consumption,Water consumption,HPM
,V,MSW,Durchfluss,Stadtwasserverbrauch,Municipal water consumption,Water consumption,HPP
,V,MSW,Durchfluss,Stadtwasserverbrauch,Municipal water consumption,Water consumption,HPP
,V,MSW,Durchfluss,Stadtwasserverbrauch,Municipal water consumption,Water consumption,HPR
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,V,MSW,Durchfluss,Stadtwasserverbrauch,Municipal water consumption,Water consumption,HPR
,V,MSW,Durchfluss,Stadtwasserverbrauch,Municipal water consumption,Water consumption,HPR
,V,MSW,Durchfluss,Stadtwasserverbrauch,Municipal water consumption,Water consumption,HPS
,V,MSW,Durchfluss,Stadtwasserverbrauch,Municipal water consumption,Water consumption,HPT
,V,MSW,Durchfluss,Stadtwasserverbrauch,Municipal water consumption,Water consumption,HPV
,V,MSW,Durchfluss,Stadtwasserverbrauch,Municipal water consumption,Water consumption,HPZ
,V,MTE,Durchfluss,Verbrauch Teilentsalztes Wasser,Partially water consumption,Water consumption,HC1
,V,MTE,Durchfluss,Verbrauch Teilentsalztes Wasser,Partially water consumption,Water consumption,HC1
,V,MTE,Durchfluss,Verbrauch Teilentsalztes Wasser,Partially water consumption,Water consumption,HC2
,V,MTE,Durchfluss,Verbrauch Teilentsalztes Wasser,Partially water consumption,Water consumption,HC3
,V,MTE,Durchfluss,Verbrauch Teilentsalztes Wasser,Partially water consumption,Water consumption,HC4
,V,MTE,Durchfluss,Verbrauch Teilentsalztes Wasser,Partially water consumption,Water consumption,HC5
,V,MTE,Durchfluss,Verbrauch Teilentsalztes Wasser,Partially water consumption,Water consumption,HCI
,V,MTE,Durchfluss,Verbrauch Teilentsalztes Wasser,Partially water consumption,Water consumption,HEZ
,V,MTE,Durchfluss,Verbrauch Teilentsalztes Wasser,Partially water consumption,Water consumption,HEZ
,V,MTE,Durchfluss,Verbrauch Teilentsalztes Wasser,Partially water consumption,Water consumption,HEZ
,V,MTE,Durchfluss,Verbrauch Teilentsalztes Wasser,Partially water consumption,Water consumption,HEZ
,V,MTE,Durchfluss,Verbrauch Teilentsalztes Wasser,Partially water consumption,Water consumption,HEZ
,V,MTE,Durchfluss,Verbrauch Teilentsalztes Wasser,Partially water consumption,Water consumption,HEZ
,V,MTE,Durchfluss,Verbrauch Teilentsalztes Wasser,Partially water consumption,Water consumption,HEZ
,VP,MTE,Durchfluss,Verbrauch Teilentsalztes Wasser,Partially water consumption,Water consumption,HEZ
,VP,MTE,Durchfluss,Verbrauch Teilentsalztes Wasser,Partially water consumption,Water consumption,HEZ
,VP,MTE,Durchfluss,Verbrauch Teilentsalztes Wasser,Partially water consumption,Water consumption,HEZ
,VP,MTE,Durchfluss,Verbrauch Teilentsalztes Wasser,Partially water consumption,Water consumption,HEZ
,VP,MTE,Durchfluss,Verbrauch Teilentsalztes Wasser,Partially water consumption,Water consumption,HEZ
,V,MVE,Durchfluss,Verbrauch Vollentsalztes Wasser,Consumption demineralized water,Water consumption,HC0
,V,MVE,Durchfluss,Verbrauch Vollentsalztes Wasser,Consumption demineralized water,Water consumption,HC0
,,,,,,,
,,,,,,,
,,,,,,,
,V,MVE,Durchfluss,Verbrauch Vollentsalztes Wasser,Consumption demineralized water,Water consumption,HC1
,V,MVE,Durchfluss,Verbrauch Vollentsalztes Wasser,Consumption demineralized water,Water consumption,HC1
,V,MVE,Durchfluss,Verbrauch Vollentsalztes Wasser,Consumption demineralized water,Water consumption,HC1
,V,MVE,Durchfluss,Verbrauch Vollentsalztes Wasser,Consumption demineralized water,Water consumption,HC2
,V,MVE,Durchfluss,Verbrauch Vollentsalztes Wasser,Consumption demineralized water,Water consumption,HC2
,V,MVE,Durchfluss,Verbrauch Vollentsalztes Wasser,Consumption demineralized water,Water consumption,HC2
,V,MVE,Durchfluss,Verbrauch Vollentsalztes Wasser,Consumption demineralized water,Water consumption,HC3
,V,MVE,Durchfluss,Verbrauch Vollentsalztes Wasser,Consumption demineralized water,Water consumption,HC3
,,,,,,,
,V,MVE,Durchfluss,Verbrauch Vollentsalztes Wasser,Consumption demineralized water,Water consumption,HC3
,,,,,,,
,V,MVE,Durchfluss,Verbrauch Vollentsalztes Wasser,Consumption demineralized water,Water consumption,HC3
,,,,,,,
,V,MVE,Durchfluss,Verbrauch Vollentsalztes Wasser,Consumption demineralized water,Water consumption,HC4
,V,MVE,Durchfluss,Verbrauch Vollentsalztes Wasser,Consumption demineralized water,Water consumption,HC4
,,,,,,,
,V,MVE,Durchfluss,Verbrauch Vollentsalztes Wasser,Consumption demineralized water,Water consumption,HC4
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,V,MVE,Durchfluss,Verbrauch Vollentsalztes Wasser,Consumption demineralized water,Water consumption,HC4
,V,MVE,Durchfluss,Verbrauch Vollentsalztes Wasser,Consumption demineralized water,Water consumption,HC5
,V,MVE,Durchfluss,Verbrauch Vollentsalztes Wasser,Consumption demineralized water,Water consumption,HC5
,V,MVE,Durchfluss,Verbrauch Vollentsalztes Wasser,Consumption demineralized water,Water consumption,HC5
,V,MVE,Durchfluss,Verbrauch Vollentsalztes Wasser,Consumption demineralized water,Water consumption,HC5
,V,MVE,Durchfluss,Verbrauch Vollentsalztes Wasser,Consumption demineralized water,Water consumption,HCI
,V,MVE,Durchfluss,Verbrauch Vollentsalztes Wasser,Consumption demineralized water,Water consumption,HDB
,,,,,,,
,,,,,,,
,V,MVE,Durchfluss,Verbrauch Vollentsalztes Wasser,Consumption demineralized water,Water consumption,HDB
,V,MVE,Durchfluss,Verbrauch Vollentsalztes Wasser,Consumption demineralized water,Water consumption,HDB
,V,MVE,Durchfluss,Verbrauch Vollentsalztes Wasser,Consumption demineralized water,Water consumption,HEZ
,V,MVE,Durchfluss,Verbrauch Vollentsalztes Wasser,Consumption demineralized water,Water consumption,HEZ
,V,MVE,Durchfluss,Verbrauch Vollentsalztes Wasser,Consumption demineralized water,Water consumption,HEZ
,V,MVE,Durchfluss,Verbrauch Vollentsalztes Wasser,Consumption demineralized water,Water consumption,HEZ
,VP,MVE,Durchfluss,Verbrauch Vollentsalztes Wasser,Consumption demineralized water,Water consumption,HEZ
,VP,MVE,Durchfluss,Verbrauch Vollentsalztes Wasser,Consumption demineralized water,Water consumption,HEZ
,V,MVE,Durchfluss,Verbrauch Vollentsalztes Wasser,Consumption demineralized water,Water consumption,HIF
,V,MVE,Durchfluss,Verbrauch Vollentsalztes Wasser,Consumption demineralized water,Water consumption,HIF
,V,MVE,Durchfluss,Verbrauch Vollentsalztes Wasser,Consumption demineralized water,Water consumption,HIF
,V,MVE,Durchfluss,Verbrauch Vollentsalztes Wasser,Consumption demineralized water,Water consumption,HIL
,V,MVE,Durchfluss,Verbrauch Vollentsalztes Wasser,Consumption demineralized water,Water consumption,HIL
,V,MVE,Durchfluss,Verbrauch Vollentsalztes Wasser,Consumption demineralized water,Water consumption,HIL
,,,,,,,
,,,,,,,
,V,MVE,Durchfluss,Verbrauch Vollentsalztes Wasser,Consumption demineralized water,Water consumption,HIT
,V,MVE,Durchfluss,Verbrauch Vollentsalztes Wasser,Consumption demineralized water,Water consumption,HIT
,VP,MVE,Durchfluss,Verbrauch Vollentsalztes Wasser,Consumption demineralized water,Water consumption,HIT
,VP,MVE,Durchfluss,Verbrauch Vollentsalztes Wasser,Consumption demineralized water,Water consumption,HIT
,V,MVE,Durchfluss,Verbrauch Vollentsalztes Wasser,Consumption demineralized water,Water consumption,HPF
,V,MVE,Durchfluss,Verbrauch Vollentsalztes Wasser,Consumption demineralized water,Water consumption,HPI
,V,MVE,Durchfluss,Verbrauch Vollentsalztes Wasser,Consumption demineralized water,Water consumption,HPK
,V,MVE,Durchfluss,Verbrauch Vollentsalztes Wasser,Consumption demineralized water,Water consumption,HPK
,V,MVE,Durchfluss,Verbrauch Vollentsalztes Wasser,Consumption demineralized water,Water consumption,HPK
,V,MVE,Durchfluss,Verbrauch Vollentsalztes Wasser,Consumption demineralized water,Water consumption,HPM
,V,MVE,Durchfluss,Verbrauch Vollentsalztes Wasser,Consumption demineralized water,Water consumption,HPM
,V,MVE,Durchfluss,Verbrauch Vollentsalztes Wasser,Consumption demineralized water,Water consumption,HPM
,V,MVE,Durchfluss,Verbrauch Vollentsalztes Wasser,Consumption demineralized water,Water consumption,HPP
,V,MVE,Durchfluss,Verbrauch Vollentsalztes Wasser,Consumption demineralized water,Water consumption,HPR
,V,MVE,Durchfluss,Verbrauch Vollentsalztes Wasser,Consumption demineralized water,Water consumption,HPR
,V,MVE,Durchfluss,Verbrauch Vollentsalztes Wasser,Consumption demineralized water,Water consumption,HPR
,V,MVE,Durchfluss,Verbrauch Vollentsalztes Wasser,Consumption demineralized water,Water consumption,HPT
,V,MVE,Durchfluss,Verbrauch Vollentsalztes Wasser,Consumption demineralized water,Water consumption,HPT
,,,,,,,
,V,MVE,Durchfluss,Verbrauch Vollentsalztes Wasser,Consumption demineralized water,Water consumption,HPT
,V,MVE,Durchfluss,Verbrauch Vollentsalztes Wasser,Consumption demineralized water,Water consumption,HPT
